00183714	2020-10-04 23:52:09	Application start	Successful
00183714	2020-10-04 23:57:13	Read Device	Successful
00183714	2020-10-04 23:57:23	Write Device	Successful
00183714	2020-10-04 23:57:34	Read Device	Successful
00183714	2020-10-04 23:57:42	Application quit	Successful
00183714	2020-10-04 24:03:40	Application start	Successful
00183714	2020-10-04 24:09:27	Application quit	Successful
00183714	2020-10-04 24:11:11	Application start	Successful
00183714	2020-10-08 30:10:13	Insert device	Successful
00183714	2020-10-08 30:10:19	Read Device	Successful
00183714	2020-10-08 30:10:47	Read Device	Successful
00183714	2020-10-08 30:10:51	Read Device	Successful
00183714	2020-10-08 30:10:54	Read Device	Successful
00183714	2020-10-08 30:11:03	Read Device	Successful
00183714	2020-10-08 30:13:51	Read Device	Successful
00183714	2020-10-08 30:19:32	Read Device	Successful
00183714	2020-10-08 30:20:33	Write Device	Successful
00183714	2020-10-08 30:20:37	Read Device	Successful
00183714	2020-10-08 30:20:42	Application quit	Successful
00183714	2020-10-08 30:23:07	Application start	Successful
00183714	2020-10-08 30:23:23	Read Device	Successful
00183714	2020-10-08 30:23:34	Application quit	Successful
00183714	2020-10-10 26:55:08	Application start	Successful
00183714	2020-10-10 26:55:19	Read Device	Successful
00183714	2020-10-10 27:00:25	Application quit	Successful
00183714	2020-10-10 27:26:26	Application start	Successful
00183714	2020-10-10 27:26:32	Read Device	Successful
00183714	2020-10-10 27:26:40	Read Device	Successful
00183714	2020-10-10 27:27:13	Application quit	Successful
00183714	2020-10-10 27:28:28	Application start	Successful
00183714	2020-10-10 27:28:46	Read Device	Successful
00183714	2020-10-10 27:29:15	Application quit	Successful
00183714	2020-10-10 27:33:15	Application start	Successful
00183714	2020-10-10 27:33:45	Application quit	Successful
00183714	2020-10-11 18:56:37	Application start	Successful
00183714	2020-10-11 18:56:51	Read Device	Successful
00183714	2020-10-11 18:57:20	Application quit	Successful
00183714	2020-10-11 19:03:43	Application start	Successful
00183714	2020-10-11 19:03:51	Read Device	Successful
00183714	2020-10-11 19:04:13	Write Device	Successful
00183714	2020-10-11 19:04:19	Application quit	Successful
00183714	2020-10-11 19:31:00	Application start	Successful
00183714	2020-10-11 19:31:11	Application quit	Successful
00183714	2020-10-11 19:31:15	Application start	Successful
00183714	2020-10-11 19:31:25	Read Device	Successful
00183714	2020-10-11 19:31:31	Write Device	Successful
00183714	2020-10-11 19:31:55	Set User password	Successful
00183714	2020-10-11 19:32:09	Read Device	Successful
00183714	2020-10-11 19:32:11	Application quit	Successful
00183714	2020-10-11 20:41:42	Application start	Successful
00183714	2020-10-11 20:41:49	Read Device	Successful
00183714	2020-10-11 20:58:14	Application quit	Successful
00183714	2020-10-11 23:40:55	Application start	Successful
00183714	2020-10-11 23:41:02	Read Device	Successful
00183714	2020-10-11 23:41:46	Application quit	Successful
00183714	2020-10-11 24:32:29	Application start	Successful
00183714	2020-10-11 24:32:35	Read Device	Successful
00183714	2020-10-11 24:32:50	Read Device	Successful
00183714	2020-10-11 24:34:14	Set User password	Successful
00183714	2020-10-11 24:36:33	Application quit	Successful
00183714	2020-10-11 24:46:24	Application start	Successful
00183714	2020-10-11 24:46:30	Read Device	Successful
00183714	2020-10-11 24:46:38	Application quit	Successful
00183714	2020-10-11 25:08:40	Application start	Successful
00183714	2020-10-11 25:08:46	Read Device	Successful
00183714	2020-10-11 25:10:17	Set admin password	Successful
00183714	2020-10-11 25:10:43	Set admin password	Successful
00183714	2020-10-11 25:10:47	Application quit	Successful
00183714	2020-10-11 25:11:02	Application start	Successful
00183714	2020-10-11 25:11:06	Read Device	Successful
00183714	2020-10-11 25:11:45	Write Device	Successful
00183714	2020-10-11 25:11:48	Application quit	Successful
00183714	2020-10-11 25:37:21	Application start	Successful
00183714	2020-10-11 25:37:37	Read Device	Successful
00183714	2020-10-11 25:38:52	Write Device	Successful
00183714	2020-10-11 25:39:45	Application quit	Successful
00183714	2020-10-11 25:40:39	Insert device	Successful
00183714	2020-10-11 25:40:44	Remove device	Successful
00183714	2020-10-11 25:40:56	Insert device	Successful
00183714	2020-10-11 25:41:00	Read Device	Successful
00183714	2020-10-11 25:42:21	Write Device	Successful
00183714	2020-10-11 25:42:27	Read Device	Successful
00183714	2020-10-11 25:42:32	Application quit	Successful
00183714	2020-10-11 25:44:06	Application start	Successful
00183714	2020-10-11 25:44:22	Read Device	Successful
00183714	2020-10-11 25:45:04	Write Device	Successful
00183714	2020-10-11 25:45:12	Application quit	Successful
00183714	2020-10-11 25:50:00	Insert device	Successful
00183714	2020-10-11 25:50:16	Read Device	Successful
00183714	2020-10-11 25:50:26	Write Device	Successful
00183714	2020-10-11 25:50:28	Application quit	Successful
00183714	2020-10-11 25:56:48	Application start	Successful
00183714	2020-10-11 25:56:54	Read Device	Successful
00183714	2020-10-11 25:57:01	Write Device	Successful
00183714	2020-10-11 25:57:02	Application quit	Successful
00183714	2020-10-11 26:43:51	Application start	Successful
00183714	2020-10-11 26:44:07	Read Device	Successful
00183714	2020-10-11 26:45:00	Write Device	Successful
00183714	2020-10-11 26:52:20	Write Device	Successful
00183714	2020-10-11 27:02:53	Application quit	Successful
00183714	2020-10-11 27:07:10	Application start	Successful
00183714	2020-10-11 27:07:44	Read Device	Successful
00183714	2020-10-11 27:08:40	Write Device	Successful
00183714	2020-10-11 27:08:52	Application quit	Successful
00183714	2020-10-11 27:09:48	Application start	Successful
00183714	2020-10-11 27:09:53	Read Device	Successful
00183714	2020-10-11 27:10:48	Write Device	Successful
00183714	2020-10-11 27:11:46	Application quit	Successful
00183714	2020-10-11 27:14:53	Application start	Successful
00183714	2020-10-11 27:15:24	Read Device	Successful
00183714	2020-10-11 27:17:35	Application quit	Successful
00183714	2020-10-11 27:18:15	Application start	Successful
00183714	2020-10-11 27:18:28	Read Device	Successful
00183714	2020-10-11 27:18:46	Write Device	Successful
00183714	2020-10-11 27:18:47	Application quit	Successful
00183714	2020-10-11 27:21:41	Application start	Successful
00183714	2020-10-11 27:21:48	Read Device	Successful
00183714	2020-10-11 27:22:26	Write Device	Successful
00183714	2020-10-11 27:22:31	Application quit	Successful
00183714	2020-10-11 27:31:50	Application start	Successful
00183714	2020-10-11 27:32:12	Read Device	Successful
00183714	2020-10-11 27:32:24	Write Device	Successful
00183714	2020-10-11 27:32:28	Application quit	Successful
00183714	2020-10-11 27:34:29	Application start	Successful
00183714	2020-10-11 27:34:36	Read Device	Successful
00183714	2020-10-11 27:34:43	Write Device	Successful
00183714	2020-10-11 27:34:45	Application quit	Successful
00183714	2020-10-17 24:54:54	Application start	Successful
00183714	2020-10-17 24:56:03	Read Device	Successful
00183714	2020-10-17 24:56:20	Application quit	Successful
